sku,brand,name,short_description,description,rrp,price
G528A,Blue Seal,Blue Seal G528A,Blue Seal Evolution Series G528A - 1200mm Gas Range Double Static Oven,"Blue Seal Evolution Series G528A - 1200mm Gas Range Double Static Oven

Dimensions:
W: 1200mm D: 812mm H: 1085mm
Volume: 1.36m3
Packed Weight: 383kg
Product Features:
2 burners cooktop with 900mm griddle on gas range double static oven
2 x 1/1 GN gas static oven
2 x 28MJ/hr open burners
3 x 20MJ/hr griddle burners
100-270C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service","17,124.00","13,904.69"
G528B,Blue Seal,Blue Seal G528B,Blue Seal Evolution Series G528B - 1200mm Gas Range Double Static Oven,"Blue Seal Evolution Series G528B - 1200mm Gas Range Double Static Oven

Dimensions:
W: 1200mm D: 812mm H: 1085mm
Volume: 1.36m3
Packed Weight: 383kg
Product Features:
4 burners cooktop with 600mm griddle on gas range double static oven
2 x 1/1 GN gas static oven
4 x 28MJ/hr open burners
2 x 20MJ/hr griddle burners
100-270C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service
Griddle on RH as standard","17,124.00","13,904.69"
G528C,Blue Seal,Blue Seal G528C,Blue Seal Evolution Series G528C - 1200mm Gas Range Double Static Oven,"Blue Seal Evolution Series G528C - 1200mm Gas Range Double Static Oven

Dimensions:
W: 1200 mm D: 812 mm H: 1085 mm
Volume: 1.36 m3
Packed Weight: 383 kg
Product Features:
6 burners cooktop with 300mm griddle on gas range double static oven
2 x 1/1 GN gas static oven
6 x 28MJ/hr open burners
1 x 20MJ/hr griddle burner
100-270C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service
Griddle on RH as standard","17,124.00","13,904.69"
G528D,Blue Seal,Blue Seal G528D,Blue Seal Evolution Series G528D - 1200mm Gas Range Double Static Oven,"Blue Seal Evolution Series G528D - 1200mm Gas Range Double Static Oven

Dimensions:
W: 1200 mm D: 812 mm H: 1085 mm
Volume: 1.36 m3
Packed Weight: 383 kg
Product Features:
8 burners cooktop on gas range double static oven
2 x 1/1 GN gas static oven
8 x 28MJ/hr open burners
100-270C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service","17,124.00","13,904.69"
G54C,Blue Seal,Blue Seal G54C,Blue Seal Evolution Series G54C - 750mm Gas Range Convection Oven,"Blue Seal Evolution Series G54C - 750mm Gas Range Convection Oven

Dimensions:
W: 750 mm D: 812 mm H: 1085 mm
Volume: 0.87 m3
Packed Weight: 239 kg
Product Features:
2 burners cooktop with 300mm griddle on gas range convection oven
1/1 GN gas convection oven
2 x 28MJ/hr open burners
1 x 20MJ/hr griddle burner
50-320C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service
Griddle on RH as standard","12,750.00","10,353.00"
G54D,Blue Seal,Blue Seal G54D,Blue Seal Evolution Series G54D - 750mm Gas Range Convection Oven,"Blue Seal Evolution Series G54D - 750mm Gas Range Convection Oven

Dimensions:
W: 750mm D: 812mm H: 1085mm
Volume: 0.87m3
Packed Weight: 239kg
Product Features:
4 burners cooktop range on gas range convection oven
1/1 GN gas convection oven
4 x 28MJ/hr open burners
50-320C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service","12,750.00","10,353.00"
G55T,Blue Seal,Blue Seal G55T,Blue Seal Evolution Series G55T - 600mm Gas Griddle Toaster,"Blue Seal Evolution Series G55T - 600mm Gas Griddle Toaster

Dimensions:
W: 600mm D: 812mm H: 1085mm
Volume: 0.7m3
Packed Weight: 165kg
Product Features:
600mm griddle plate with toaster under
16mm griddle plate
2 x 22MJ/hr tubular burners with grill radiants
Large capacity grease collection drawer
Stainless steel exterior
Easy clean, installation and service","6,679.00","5,423.35"
G56A,Blue Seal,Blue Seal G56A,Blue Seal Evolution Series G56A - 900mm Gas Range Convection Oven,"Blue Seal Evolution Series G56A - 900mm Gas Range Convection Oven

Dimensions:
W: 900mm D: 812mm H: 1085mm
Volume: 1.03m3
Packed Weight: 277kg
Product Features:
Cooktop range with 600mm griddle
2/1 GN gas convection oven
3 x 6kW griddle burners
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service","14,157.00","11,495.48"
G56B,Blue Seal,Blue Seal G56B,Blue Seal Evolution Series G56B - 900mm Gas Range Convection Oven,"Blue Seal Evolution Series G56B - 900mm Gas Range Convection Oven

Dimensions:
W: 900 mm D: 812 mm H: 1085 mm
Volume: 1.03 m3
Packed Weight: 277 kg
Product Features:
2 burners cooktop with 600mm griddle on gas range convection oven
2/1 GN gas convection oven
2 x 28MJ/hr open burners
2 x 20MJ/hr griddle burners
50-320C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service
Griddle on RH as standard","14,157.00","11,495.48"
G56C,Blue Seal,Blue Seal G56C,Blue Seal Evolution Series G56C - 900mm Gas Range Convection Oven,"Blue Seal Evolution Series G56C - 900mm Gas Range Convection Oven

Dimensions:
W: 900 mm D: 812 mm H: 1085 mm
Volume: 1.03 m3
Packed Weight: 277 kg
Product Features:
4 burners cooktop with 300mm griddle on gas range convection oven
2/1 GN gas convection oven
4 x 28MJ/hr open burners
1 x 20MJ/hr griddle burner
50-320C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service
Griddle on RH as standard","14,157.00","11,495.48"
G56D,Blue Seal,Blue Seal G56D,Blue Seal Evolution Series G56D - 900mm Gas Range Convection Oven,"Blue Seal Evolution Series G56D - 900mm Gas Range Convection Oven

Dimensions:
W: 900mm D: 812mm H: 1085mm
Volume: 1.03m3
Packed Weight: 277kg
Product Features:
6 burners cooktop on gas range convection oven
2/1 GN gas convection oven
6 x 28MJ/hr open burners
50-320C thermostatic control
Heavy-duty stainless steel finish
Flame failure protection on all burners
Removable heavy-duty cast iron burners and vitreous enamel pot stands
Heavy-duty reinforced control knobs
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Adjustable feet and 2 additional rollers
Easy clean, installation and service","14,157.00","11,495.48"
G570,Blue Seal,Blue Seal G570,Blue Seal Evolution Series G570 - 900mm Gas Target Top Static Oven Range,"Blue Seal Evolution Series G570 - 900mm Gas Target Top Static Oven Range

Dimensions:
W: 900 mm D: 812 mm H: 1085 mm
Volume: 1.03 m3
Packed Weight: 324 kg
Product Features:
900mm gas target top on gas range static oven
45MJ/hr dual ring cast iron burner
2/1 GN gas static oven
30MJ oven burner
80-300C thermostatic control
Flame failure protection and continuous pilot burner
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Heavy-duty reinforced control knobs
Adjustable feet and 2 additional rollers
Easy clean, installation and service","13,501.00","10,962.81"
G576,Blue Seal,Blue Seal G576,Blue Seal Evolution Series G576 - 900mm Gas Target Top Convection Oven Range,"Blue Seal Evolution Series G576 - 900mm Gas Target Top Convection Oven Range

Dimensions:
W: 900 mm D: 812 mm H: 1085 mm
Volume: 1.03 m3
Packed Weight: 330 kg
Product Features:
900mm gas target top oven on gas range convection oven
45MJ/hr dual ring cast iron burner
2/1 GN gas convection oven
30MJ oven burner
50-320C thermostatic control
Flame failure protection and continuous pilot burner
Drop down door with welded frame
Fully welded and vitreous enamelled oven liner
Cool touch stainless steel door handle
Heavy-duty reinforced control knobs
Adjustable feet and 2 additional rollers
Easy clean, installation and service","16,765.00","13,613.18"
G57-B,Blue Seal,Blue Seal G57-B,"900mm gas target top, bench model 45MJ / Hr W 900mm x D 812mm x H 485mm","<div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div><div><li>900mm Grill Plate</li><li>Target top Bench model</li><li>45MJ/hr dual ring cast iron burner</li><li>Heavy_duty cast iron top</li><li>Removable centre ring</li><li>Available in Natural Gas & LPG</li><li>Units supplied complete with gas type conversion kits</li><li>High output dual ring cast iron burner</li><li>Matched modular height machined top</li><li>Stainless steel exterior</li><li>Easy clean</li><li>Easy service</li><li>Fully modular</li><li><b>Overall Construction _ Target top</b></li><li>Cast top reinforced with integral heat fins</li><li>Welded hob with 1.5mm 304 stainless steel bull nose</li><li>Side panels 1.2mm 304 stainless steel</li><li>Splashback 1.2mm 304 stainless steel</li><li>Vitreous enamelled control panel</li><li>Aluminised steel internal construction</li><li>2.5mm 304 stainless steel griddle splash guards</li><li>2 Stainless steel spill trays</li><li>Supplied with heavy_duty centre casting removal tool</li><li>4 SS bench legs</li><li>Adjustable feet</li><li>Legs are 63mm dia. heavy_duty 1.2mm 304 stainless steel</li><li>Adjustable height 80mm _ 105mm</li><li><b>Controls</b></li><li>Variable high to low controls to griddles</li><li>Large easy use control knob</li><li>Heat resistant reinforced</li><li>Easy view control settings on knob</li><li><b>Cleaning and Servicing</b></li><li>All models with easy clean stainless steel external finish</li><li>Target Top fully serviceable from front of unit</li><li>Removable Refrigerated Base condenser</li><li>Access to all parts from front of unit</li><li>Warranty: 12 months Parts & Labour</li><li>Maximum Gas: 45MJ/hr; 12.5 kW</li><li>Dimensions: 900 x 812 x 315 [h]</li><li>Nett weight: 178 kg</li><br /><strong><span></span></strong><hr /><h3> About the Product and Brand</h3><p>The Blue Seal Evolution Series is the next stage in a journey of continuous improvement. Sleeker in design, and built to accommodate the demands of today s most passionate chef s, it promises even more performance than anything before it.</p><p>The result is an expanded, more functional range of equipment offering more configuration options and blistering performance. Improved streamlining creates a continuous workspace when units are placed in a line_up, while 812mm of depth gives plenty of cooking area, even when you are forced to push culinary frontiers from the confines of a small kitchen.</p><p>The new Advanced Open Burner delivers 28MJ of power to burn.</p><p>Clad with heavy gauge 304 grade stainless steel and all ranges are constructed on a full galvanised steel chassis, while fully framed drop down doors are fitted with a heavy_duty hinge system for a lifetime of operation.</p><p>600, 900 and 1200mm dedicated Griddles, Refrigerated options, easy to clean and easy to service.
    </p></div>","9,908.00","8,045.30"
